gid,role,role_score,cluster_id,priority_score,evidence
100000000343175100,distributor,1.0,5,0.5412,рассылает 4 000 039 KZT на 31 разных получателей
100000000456947100,terminal,0.8,70,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000000580561100,peripheral,0.15,33,0.1731,"низкая активность: 2 вх./3 исх. плательщиков/получателей, без выраженного паттерна"
100000001415126100,terminal,0.8,25,0.2465,получил 27 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4)
100000001429930100,terminal,0.8,31,0.2459,получил 26 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4)
100000001616816100,consolidator,0.5,1,0.3786,получает от 5 разных плательщиков (176 195 KZT)  отдаёт дальше 103% полученного
100000001732159100,coordinator,0.705,6,0.5822,"связан с 2 seed-клиентами напрямую, betweenness=0.000"
100000002527114100,distributor,1.0,38,0.4949,рассылает 3 289 249 KZT на 111 разных получателей
100000002916006100,peripheral,0.15,25,0.036,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна"
100000003016635100,coordinator,1.0,2,0.7535,"связан с 0 seed-клиентами напрямую, betweenness=0.010, точка сочленения сети"
100000003200071100,peripheral,0.15,7,0.006,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна"
100000003265658100,terminal,0.8,71,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000003349739100,terminal,0.8,72,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000003684369100,coordinator,0.861,15,0.6553,"связан с 1 seed-клиентами напрямую, betweenness=0.002, точка сочленения сети"
100000003770083100,terminal,0.8,73,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000003975102100,coordinator,0.701,2,0.5062,"связан с 2 seed-клиентами напрямую, betweenness=0.000"
100000003977183100,peripheral,0.15,1,0.2274,"низкая активность: 2 вх./4 исх. плательщиков/получателей, без выраженного паттерна"
100000004007116100,peripheral,0.15,44,0.2271,"низкая активность: 3 вх./4 исх. плательщиков/получателей, без выраженного паттерна"
100000004019124100,coordinator,0.7,2,0.5386,"связан с 2 seed-клиентами напрямую, betweenness=0.000, точка сочленения сети"
100000004021459100,terminal,0.8,74,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000004041163100,coordinator,0.703,25,0.5181,"связан с 2 seed-клиентами напрямую, betweenness=0.000, точка сочленения сети"
100000004174835100,terminal,0.8,75,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000004193835100,peripheral,0.15,2,0.2116,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна"
100000004269433100,peripheral,0.15,3,0.036,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна"
100000004358004100,peripheral,0.15,15,0.036,"низкая активность: 0 вх./11 исх. плательщиков/получателей, без выраженного паттерна"
100000004388983100,peripheral,0.15,26,0.006,"низкая активность: 0 вх./2 исх. плательщиков/получателей, без выраженного паттерна"
100000004714705100,peripheral,0.15,25,0.036,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна"
100000004723755100,peripheral,0.15,15,0.006,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна"
100000004813068100,peripheral,0.15,63,0.006,"низкая активность: 0 вх./3 исх. плательщиков/получателей, без выраженного паттерна"
100000004971871100,peripheral,0.15,52,0.1715,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна"
100000005017150100,terminal,0.8,76,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000005087431100,terminal,0.8,77,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000005235389100,terminal,0.8,78,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4)
100000005264990100,peripheral,0.15,25,0.1963,"низкая активность: 1 вх./2 исх. плательщиков/получателей, без выраженного паттерна"
