cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31856346.24,"[""100000000437046100"", ""100000006866783100"", ""100000008477350100"", ""100000005910114100"", ""100000008686313100""]","Наблюдаемое сообщество из 277 узлов; 1 seed, внутренний оборот 31,856,346 KZT; требует проверки."
1,126,0,16339904.0,"[""100000008603629100"", ""100000001857829100"", ""100000004679953100"", ""100000002723538100"", ""100000000413678100""]","Наблюдаемое сообщество из 126 узлов; 0 seed, внутренний оборот 16,339,904 KZT; требует проверки."
2,106,4,16242879.02,"[""100000005782781100"", ""100000001616816100"", ""100000006788200100"", ""100000005514161100"", ""100000004015047100""]","Наблюдаемое сообщество из 106 узлов; 4 seed, внутренний оборот 16,242,879 KZT; требует проверки."
3,148,5,19555090.0,"[""100000003684369100"", ""100000008165763100"", ""100000007908818100"", ""100000008304139100"", ""100000005612411100""]","Наблюдаемое сообщество из 148 узлов; 5 seed, внутренний оборот 19,555,090 KZT; требует проверки."
4,41,3,4888834.28,"[""100000004156082100"", ""100000005339662100"", ""100000000076451100"", ""100000008188026100"", ""100000001987030100""]","Наблюдаемое сообщество из 41 узлов; 3 seed, внутренний оборот 4,888,834 KZT; требует проверки."
5,104,1,21747439.59,"[""100000008710791100"", ""100000008547948100"", ""100000008489922100"", ""100000004997515100"", ""100000008517538100""]","Наблюдаемое сообщество из 104 узлов; 1 seed, внутренний оборот 21,747,440 KZT; требует проверки."
6,4,0,460000.0,"[""100000006069103100"", ""100000000201868100"", ""100000003192220100"", ""100000006787636100""]","Наблюдаемое сообщество из 4 узлов; 0 seed, внутренний оборот 460,000 KZT; требует проверки."
7,5,0,1189154.0,"[""100000000291906100"", ""100000004670388100"", ""100000000291908100"", ""100000004722630100"", ""100000004691350100""]","Наблюдаемое сообщество из 5 узлов; 0 seed, внутренний оборот 1,189,154 KZT; требует проверки."
8,55,1,3064863.0,"[""100000001899164100"", ""100000003265158100"", ""100000004386258100"", ""100000002193259100"", ""100000008636603100""]","Наблюдаемое сообщество из 55 узлов; 1 seed, внутренний оборот 3,064,863 KZT; требует проверки."
9,6,1,1615030.0,"[""100000008736940100"", ""100000008193577100"", ""100000008751429100"", ""100000008659445100"", ""100000005456919100""]","Наблюдаемое сообщество из 6 узлов; 1 seed, внутренний оборот 1,615,030 KZT; требует проверки."
10,126,0,24907250.33,"[""100000000331309100"", ""100000006734214100"", ""100000005665181100"", ""100000000332284100"", ""100000003741418100""]","Наблюдаемое сообщество из 126 узлов; 0 seed, внутренний оборот 24,907,250 KZT; требует проверки."
11,59,1,6772097.0,"[""100000000343175100"", ""100000003115284100"", ""100000008730846100"", ""100000003390036100"", ""100000003809101100""]","Наблюдаемое сообщество из 59 узлов; 1 seed, внутренний оборот 6,772,097 KZT; требует проверки."
12,50,3,4135421.0,"[""100000008346837100"", ""100000005074393100"", ""100000008733194100"", ""100000001236706100"", ""100000006424479100""]","Наблюдаемое сообщество из 50 узлов; 3 seed, внутренний оборот 4,135,421 KZT; требует проверки."
13,15,0,850450.0,"[""100000001526235100"", ""100000005505655100"", ""100000002472632100"", ""100000001788284100"", ""100000002984403100""]","Наблюдаемое сообщество из 15 узлов; 0 seed, внутренний оборот 850,450 KZT; требует проверки."
14,15,0,3626010.0,"[""100000008461532100"", ""100000006704530100"", ""100000000791285100"", ""100000003122817100"", ""100000003470579100""]","Наблюдаемое сообщество из 15 узлов; 0 seed, внутренний оборот 3,626,010 KZT; требует проверки."
15,14,0,1605604.0,"[""100000007382543100"", ""100000008213966100"", ""100000003001661100"", ""100000000838385100"", ""100000008655779100""]","Наблюдаемое сообщество из 14 узлов; 0 seed, внутренний оборот 1,605,604 KZT; требует проверки."
16,125,7,18300397.28,"[""100000003016635100"", ""100000001530983100"", ""100000005287097100"", ""100000004394765100"", ""100000000667713100""]","Наблюдаемое сообщество из 125 узлов; 7 seed, внутренний оборот 18,300,397 KZT; требует проверки."
17,1,1,0.0,"[""100000000456947100""]","Наблюдаемое сообщество из 1 узлов; 1 seed, внутренний оборот 0 KZT; требует проверки."
18,61,0,4350466.67,"[""100000005473151100"", ""100000005704413100"", ""100000005578559100"", ""100000004569484100"", ""100000008104567100""]","Наблюдаемое сообщество из 61 узлов; 0 seed, внутренний оборот 4,350,467 KZT; требует проверки."
19,7,0,143000.0,"[""100000005911352100"", ""100000000507799100"", ""100000004508696100"", ""100000002217806100"", ""100000004549591100""]","Наблюдаемое сообщество из 7 узлов; 0 seed, внутренний оборот 143,000 KZT; требует проверки."
20,8,0,2473417.91,"[""100000004906181100"", ""100000008175078100"", ""100000008675322100"", ""100000000557536100"", ""100000008349740100""]","Наблюдаемое сообщество из 8 узлов; 0 seed, внутренний оборот 2,473,418 KZT; требует проверки."
21,17,1,21586840.0,"[""100000002224132100"", ""100000004603109100"", ""100000004892144100"", ""100000001965374100"", ""100000000594783100""]","Наблюдаемое сообщество из 17 узлов; 1 seed, внутренний оборот 21,586,840 KZT; требует проверки."
22,270,1,10178044.0,"[""100000002578405100"", ""100000001697501100"", ""100000002527114100"", ""100000002733905100"", ""100000001166289100""]","Наблюдаемое сообщество из 270 узлов; 1 seed, внутренний оборот 10,178,044 KZT; требует проверки."
23,6,1,1527967.0,"[""100000000580561100"", ""100000007939160100"", ""100000005183943100"", ""100000003888271100"", ""100000000955444100""]","Наблюдаемое сообщество из 6 узлов; 1 seed, внутренний оборот 1,527,967 KZT; требует проверки."
24,51,0,13990812.0,"[""100000008512827100"", ""100000005242320100"", ""100000001282143100"", ""100000002443664100"", ""100000001584286100""]","Наблюдаемое сообщество из 51 узлов; 0 seed, внутренний оборот 13,990,812 KZT; требует проверки."
25,2,0,761255.0,"[""100000004586598100"", ""100000000583220100""]","Наблюдаемое сообщество из 2 узлов; 0 seed, внутренний оборот 761,255 KZT; требует проверки."
26,8,0,389000.0,"[""100000005507142100"", ""100000002612809100"", ""100000005264874100"", ""100000002214207100"", ""100000000600707100""]","Наблюдаемое сообщество из 8 узлов; 0 seed, внутренний оборот 389,000 KZT; требует проверки."
27,13,1,1392916.0,"[""100000001380054100"", ""100000005077484100"", ""100000006232815100"", ""100000003164661100"", ""100000000703894100""]","Наблюдаемое сообщество из 13 узлов; 1 seed, внутренний оборот 1,392,916 KZT; требует проверки."
28,41,0,5151924.19,"[""100000003242289100"", ""100000008512552100"", ""100000006225798100"", ""100000008413748100"", ""100000003178549100""]","Наблюдаемое сообщество из 41 узлов; 0 seed, внутренний оборот 5,151,924 KZT; требует проверки."
29,18,0,3422800.0,"[""100000003701161100"", ""100000002267998100"", ""100000003718221100"", ""100000008137435100"", ""100000001063678100""]","Наблюдаемое сообщество из 18 узлов; 0 seed, внутренний оборот 3,422,800 KZT; требует проверки."
